id,event,text,favorite_count,retweet_count,created_at,followers_count,friends_count,account_creation,verified
553476490315431937,charliehebdo,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,32,109,Fri Jan 09 09:00:53 +0000 2015,820353,2355,Tue Jul 15 10:17:46 +0000 2008,True
552802654641225728,charliehebdo,Charlie Hebdo shooting latest: 12 dead and gunmen still at large http://t.co/6jRqXgPogM http://t.co/hO7lvftma5,22,120,Wed Jan 07 12:23:18 +0000 2015,53449,54,Thu Apr 24 16:23:55 +0000 2014,False
553164985460068352,charliehebdo,The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station http://t.co/joSfDCybpI http://t.co/7xQIrb4vbU,38,186,Thu Jan 08 12:23:04 +0000 2015,1786968,17,Thu Jul 19 14:42:53 +0000 2007,True
553587672137334785,charliehebdo,AFP: suspected #CharlieHebdo gunmen have been killed,572,1499,Fri Jan 09 16:22:40 +0000 2015,1380388,6,Wed Nov 04 11:25:45 +0000 2009,True
553587303172833280,charliehebdo,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H,318,676,Fri Jan 09 16:21:12 +0000 2015,22720010,113,Tue Jan 02 01:48:14 +0000 2007,True
553586860334010368,charliehebdo,#CharlieHebdo killers shot dead by police,131,275,Fri Jan 09 16:19:27 +0000 2015,70731,366,Mon Mar 25 14:48:58 +0000 2013,True
552811386259386370,charliehebdo,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K,65,338,Wed Jan 07 12:57:59 +0000 2015,5571268,974,Sun Apr 01 06:22:13 +0000 2007,True
553160652567498752,charliehebdo,French police: Said Kouachi and Cherif Kouachi wanted in Paris terror attack: http://t.co/0WbSnKIrgE http://t.co/wjmMg9LveB,38,121,Thu Jan 08 12:05:51 +0000 2015,3847705,860,Sat Apr 04 12:40:32 +0000 2009,True
553197863971610624,charliehebdo,The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC,38,182,Thu Jan 08 14:33:43 +0000 2015,972944,1763,Sun Oct 26 00:00:29 +0000 2008,True
553544252563935234,charliehebdo,BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/C2WrcWLUZh,43,151,Fri Jan 09 13:30:08 +0000 2015,4734519,381,Sat Mar 17 19:01:26 +0000 2007,True
552821069036670976,charliehebdo,"4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2",192,912,Wed Jan 07 13:36:28 +0000 2015,115106,1498,Thu Mar 24 13:20:16 +0000 2011,True
552832817089236992,charliehebdo,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods & black clothing shoot a wounded man http://t.co/IX8Wys3p5M,33,101,Wed Jan 07 14:23:09 +0000 2015,13329,101,Mon Sep 12 22:03:14 +0000 2011,True
553534838880608256,charliehebdo,#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,23,204,Fri Jan 09 12:52:44 +0000 2015,306363,482,Tue Sep 27 00:35:10 +0000 2011,True
552783667052167168,charliehebdo,"France: 10 people dead after shooting at HQ of satirical weekly newspaper #CharlieHebdo, according to witnesses http://t.co/FkYxGmuS58",38,486,Wed Jan 07 11:07:51 +0000 2015,129573,337,Wed Mar 18 12:57:11 +0000 2009,True
553588178687655936,charliehebdo,Reports: #CharlieHebdo suspects asshole killed http://t.co/rsl4203bcQ,84,217,Fri Jan 09 16:24:41 +0000 2015,5071213,5558,Thu Apr 24 14:07:28 +0000 2008,True
552814494381256704,charliehebdo,UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,42,220,Wed Jan 07 13:10:20 +0000 2015,61410,73,Wed Apr 22 12:55:28 +0000 2009,True
553470492565602305,charliehebdo,Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http://t.co/2J4WQdJnTp http://t.co/Lpd4hbiXai,31,165,Fri Jan 09 08:37:03 +0000 2015,477578,487,Thu Mar 13 11:27:48 +0000 2008,True
553505242554175489,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",30,173,Fri Jan 09 10:55:08 +0000 2015,3034977,389,Sat Mar 24 10:48:14 +0000 2007,True
553531413459660800,charliehebdo,Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,27,323,Fri Jan 09 12:39:07 +0000 2015,1379153,6,Wed Nov 04 11:25:45 +0000 2009,True
552785375161499649,charliehebdo,BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ,5,128,Wed Jan 07 11:14:38 +0000 2015,972167,1763,Sun Oct 26 00:00:29 +0000 2008,True
552834961762709505,charliehebdo,Paris Manhunt: 3 #CharlieHebdo attackers with AK-47 rifles & reportedly rocket-propelled grenade still at large http://t.co/3Jsosc7yl3,18,107,Wed Jan 07 14:31:40 +0000 2015,841061,461,Tue Aug 11 06:12:45 +0000 2009,True
552791578893619200,charliehebdo,Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo ❤ live updates http://t.co/gOtSqbwROc,28,338,Wed Jan 07 11:39:17 +0000 2015,3091451,1083,Thu Nov 05 23:49:19 +0000 2009,True
553486439129038848,charliehebdo,BREAKING: French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris.,50,170,Fri Jan 09 09:40:25 +0000 2015,4733916,381,Sat Mar 17 19:01:26 +0000 2007,True
553152395371630592,charliehebdo,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU,601,1260,Thu Jan 08 11:33:02 +0000 2015,58928,732,Tue Jul 02 11:26:40 +0000 2013,True
553508098825261056,charliehebdo,Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi,69,216,Fri Jan 09 11:06:29 +0000 2015,2005680,2892,Tue Mar 18 23:19:17 +0000 2008,True
552833028201144320,charliehebdo,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV,40,152,Wed Jan 07 14:23:59 +0000 2015,840871,461,Tue Aug 11 06:12:45 +0000 2009,True
553506608203169792,charliehebdo,"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH",215,588,Fri Jan 09 11:00:33 +0000 2015,12930336,3,Sun Apr 22 14:42:37 +0000 2007,True
553489393202499584,charliehebdo,"Paris Murder Suspects Cornered with Hostage
http://t.co/yzHJi4Hw54",24,101,Fri Jan 09 09:52:09 +0000 2015,6716455,776,Thu Apr 03 13:54:30 +0000 2008,True
553549686129561600,charliehebdo,UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in #CharlieHebdo shooting - Reports http://t.co/1Y123fisl2,41,304,Fri Jan 09 13:51:44 +0000 2015,843601,460,Tue Aug 11 06:12:45 +0000 2009,True
553543369604210689,charliehebdo,"An 11-month old baby is among the hostages at the Kosher supermarket in Paris. Unbearably sad.
http://t.co/yXXlHehst9",17,120,Fri Jan 09 13:26:38 +0000 2015,10219,893,Thu Aug 09 19:47:43 +0000 2012,False
553579224402235393,charliehebdo,"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says. http://t.co/cTAJWVBmAO http://t.co/rYEGVIPAlU",28,129,Fri Jan 09 15:49:06 +0000 2015,3037554,390,Sat Mar 24 10:48:14 +0000 2007,True
553566026030272512,charliehebdo,"Breaking: Two hostage situations in France are linked, Paris prosecutor says",58,164,Fri Jan 09 14:56:40 +0000 2015,3851612,862,Sat Apr 04 12:40:32 +0000 2009,True
552978184413921281,charliehebdo,#Banksy's take on #CharlieHebdo. #JeSuisCharlie #NousSommesCharlie http://t.co/f6Y07d9fJ1,63,125,Thu Jan 08 00:00:47 +0000 2015,18212,1468,Thu Feb 05 16:06:57 +0000 2009,True
553535829017370625,charliehebdo,#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/4yt6nafpIg #Vincennes http://t.co/Vnyhqye2ps,18,193,Fri Jan 09 12:56:40 +0000 2015,1258717,380,Fri Mar 23 09:40:48 +0000 2007,True
553461741917863936,charliehebdo,Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates http://t.co/7iVIN3nqCv http://t.co/YrdUIOjrZF,160,191,Fri Jan 09 08:02:16 +0000 2015,8436669,61,Thu Feb 01 07:44:29 +0000 2007,True
553590459688570880,charliehebdo,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl,698,2517,Fri Jan 09 16:33:45 +0000 2015,37363,242,Mon Oct 08 14:43:38 +0000 2012,False
552792913910833152,charliehebdo,"At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/e4dBcNVbvD",14,116,Wed Jan 07 11:44:35 +0000 2015,1253289,378,Fri Mar 23 09:40:48 +0000 2007,True
553576010898497536,charliehebdo,Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/YPIlwckuuw,39,227,Fri Jan 09 15:36:20 +0000 2015,5587299,976,Sun Apr 01 06:22:13 +0000 2007,True
553221600955621376,charliehebdo,"Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via @_batou_ http://t.co/kk0w0D6NNv",28,101,Thu Jan 08 16:08:02 +0000 2015,7444,813,Fri Aug 29 19:02:01 +0000 2014,False
553589051044151296,charliehebdo,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK,31,163,Fri Jan 09 16:28:09 +0000 2015,37396,242,Mon Oct 08 14:43:38 +0000 2012,False
552810448324943872,charliehebdo,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A",28,141,Wed Jan 07 12:54:16 +0000 2015,842416,460,Tue Aug 11 06:12:45 +0000 2009,True
553501357156876290,charliehebdo,"#CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact - French media http://t.co/Qgmn70TXSU",183,712,Fri Jan 09 10:39:41 +0000 2015,12929794,3,Sun Apr 22 14:42:37 +0000 2007,True
552792544132997121,charliehebdo,BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be,32,203,Wed Jan 07 11:43:07 +0000 2015,973212,1763,Sun Oct 26 00:00:29 +0000 2008,True
552806757672964097,charliehebdo,"UPDATE: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting. Story: http://t.co/Jfqmha1GdV (AP) http://t.co/vDCIFHIa9U",55,277,Wed Jan 07 12:39:36 +0000 2015,1408186,781,Wed Aug 06 19:55:31 +0000 2008,True
552982613288157184,charliehebdo,Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,69,100,Thu Jan 08 00:18:23 +0000 2015,3500,985,Wed Jan 19 00:32:25 +0000 2011,False
553184482241814530,charliehebdo,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",123,154,Thu Jan 08 13:40:32 +0000 2015,18359,1469,Thu Feb 05 16:06:57 +0000 2009,True
553575232867672064,charliehebdo,MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,53,323,Fri Jan 09 15:33:15 +0000 2015,4554217,7352,Fri Jun 26 21:48:52 +0000 2009,True
553107921081749504,charliehebdo,"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects http://t.co/L7wpNhAYZn http://t.co/oQi2UinDH1",37,115,Thu Jan 08 08:36:19 +0000 2015,2002702,2892,Tue Mar 18 23:19:17 +0000 2008,True
553538058440941568,charliehebdo,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq",41,348,Fri Jan 09 13:05:32 +0000 2015,4552026,7352,Fri Jun 26 21:48:52 +0000 2009,True
553503184174710784,charliehebdo,#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF,40,152,Fri Jan 09 10:46:57 +0000 2015,843313,460,Tue Aug 11 06:12:45 +0000 2009,True
553467311261503488,charliehebdo,Reports of shooting at  Dammartin en Goele on route N2 north east of Paris - French media says car chase under way,27,114,Fri Jan 09 08:24:24 +0000 2015,6546,619,Mon Dec 07 06:15:43 +0000 2009,False
552805488631758849,charliehebdo,"At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris, official says. http://t.co/zUfxcG3Rfs",268,1133,Wed Jan 07 12:34:33 +0000 2015,22667902,113,Tue Jan 02 01:48:14 +0000 2007,True
552984502063337472,charliehebdo,#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo,18,107,Thu Jan 08 00:25:53 +0000 2015,297225,482,Tue Sep 27 00:35:10 +0000 2011,True
553548567420628992,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",11,105,Fri Jan 09 13:47:17 +0000 2015,7910,1294,Thu Jul 26 15:11:44 +0000 2012,False
552816020403269632,charliehebdo,"Looks like every Charlie Hebdo cartoonist has been killed: 1. Charb - was on Al-Qaeda's hit list; 2. Cabu, 3. Wolinski, 4. Tignous",25,175,Wed Jan 07 13:16:24 +0000 2015,3030,1392,Tue Aug 03 13:44:30 +0000 2010,False
553544694765215745,charliehebdo,French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market http://t.co/j5nQIl4Ytu,20,171,Fri Jan 09 13:31:54 +0000 2015,6551,509,Wed Oct 24 11:44:31 +0000 2007,True
553590835850514433,charliehebdo,"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L",108,243,Fri Jan 09 16:35:15 +0000 2015,1798094,17,Thu Jul 19 14:42:53 +0000 2007,True
553550301886955520,charliehebdo,"BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source",119,745,Fri Jan 09 13:54:11 +0000 2015,5829920,1046,Tue Mar 20 17:46:05 +0000 2007,True
553587013409325058,charliehebdo,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,596,2825,Fri Jan 09 16:20:03 +0000 2015,312461,483,Tue Sep 27 00:35:10 +0000 2011,True
553586897168392192,charliehebdo,#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/OYSXRQ9xuv http://t.co/8ICThapo7z,91,472,Fri Jan 09 16:19:36 +0000 2015,83388,1170,Wed Mar 18 09:22:54 +0000 2009,True
553478289474740224,charliehebdo,"#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) http://t.co/LdSF5QeCiv #CharlieHebdo",17,150,Fri Jan 09 09:08:01 +0000 2015,1256888,379,Fri Mar 23 09:40:48 +0000 2007,True
553476880339599360,charliehebdo,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B",19,101,Fri Jan 09 09:02:26 +0000 2015,843768,460,Tue Aug 11 06:12:45 +0000 2009,True
552996335319007233,charliehebdo,"RT @JeffersonObama: R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/TMQsJCCKB5",57,155,Thu Jan 08 01:12:55 +0000 2015,4656,511,Fri Apr 17 02:57:38 +0000 2009,False
552848620375261184,charliehebdo,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: http://t.co/WSEe7PGIdY http://t.co/fTzk4xzZIr,28,149,Wed Jan 07 15:25:57 +0000 2015,1254546,523,Thu Jun 19 01:08:29 +0000 2008,True
552791196247269378,charliehebdo,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",78,295,Wed Jan 07 11:37:46 +0000 2015,3029912,389,Sat Mar 24 10:48:14 +0000 2007,True
552978099357237248,charliehebdo,"Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. #JeSuisCharlie http://t.co/EKBfbRR3HT",98,190,Thu Jan 08 00:00:27 +0000 2015,1337,1718,Fri Nov 05 22:06:15 +0000 2010,False
553512735192141826,charliehebdo,Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack,28,108,Fri Jan 09 11:24:54 +0000 2015,1378961,6,Wed Nov 04 11:25:45 +0000 2009,True
552792802309181440,charliehebdo,#CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP http://t.co/aksGP63MB7,17,114,Wed Jan 07 11:44:09 +0000 2015,36037,241,Mon Oct 08 14:43:38 +0000 2012,False
553212962044149761,charliehebdo,"Paris says highest alert level extended north to region where attack suspects spotted - @AFP, @MelissaBellF24 https://t.co/pj8kecnVt7",33,115,Thu Jan 08 15:33:43 +0000 2015,7194749,508,Sun May 13 23:06:45 +0000 2007,True
553518472798683136,charliehebdo,MORE: Official: French terror suspects want to be martyrs are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,43,224,Fri Jan 09 11:47:42 +0000 2015,4551354,7352,Fri Jun 26 21:48:52 +0000 2009,True
553474188259102720,charliehebdo,"BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say http://t.co/omBy6Wsgb7 http://t.co/ZbszAHyIzJ",78,306,Fri Jan 09 08:51:44 +0000 2015,2005324,2892,Tue Mar 18 23:19:17 +0000 2008,True
552793679082311680,charliehebdo,"11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP",21,144,Wed Jan 07 11:47:38 +0000 2015,774627,264,Thu Sep 18 06:50:54 +0000 2008,True
553558982476828674,charliehebdo,"On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #JeSuisJuif",27,117,Fri Jan 09 14:28:40 +0000 2015,26935,819,Mon Jul 04 10:23:55 +0000 2011,True
552806309540528128,charliehebdo,“@LePoint: #CharlieHebdo : “The cartoonists Charb & cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,44,309,Wed Jan 07 12:37:49 +0000 2015,61134,2588,Tue Feb 24 12:29:44 +0000 2009,True
521360486387175424,ebola-essien,AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times] http://t.co/r6y8d9HMAw,328,781,Sun Oct 12 18:03:21 +0000 2014,115868,153,Mon Jul 15 03:32:28 +0000 2013,False
521346721226711040,ebola-essien,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,85,575,Sun Oct 12 17:08:39 +0000 2014,7416,15,Mon May 14 04:46:32 +0000 2012,False
500389488217309184,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,86,150,Fri Aug 15 21:12:05 +0000 2014,32220,236,Tue Aug 26 14:09:47 +0000 2008,False
500332933098385408,ferguson,"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",137,229,Fri Aug 15 17:27:21 +0000 2014,220,98,Tue Aug 23 17:51:56 +0000 2011,False
500298752469770240,ferguson,"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",420,784,Fri Aug 15 15:11:32 +0000 2014,61890,53099,Mon Dec 27 15:44:07 +0000 2010,False
500281094239817728,ferguson,#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.,38,108,Fri Aug 15 14:01:22 +0000 2014,13953,2025,Fri Jul 30 20:36:56 +0000 2010,False
500363126294863876,ferguson,"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",77,197,Fri Aug 15 19:27:20 +0000 2014,14866,1361,Tue Jun 28 00:54:08 +0000 2011,False
500279189405433858,ferguson,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",58,109,Fri Aug 15 13:53:48 +0000 2014,58301,4177,Tue Sep 21 18:24:17 +0000 2010,False
498430783699554305,ferguson,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson http://t.co/XG00R6w0k6,53,288,Sun Aug 10 11:28:53 +0000 2014,133554,127,Fri Mar 13 12:55:21 +0000 2009,True
500284699546517505,ferguson,If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,60,125,Fri Aug 15 14:15:41 +0000 2014,15127,1025,Mon Jun 27 18:06:47 +0000 2011,False
499530130487017472,ferguson,A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,73,435,Wed Aug 13 12:17:18 +0000 2014,133403,125,Fri Mar 13 12:55:21 +0000 2009,True
500290456845299714,ferguson,Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,154,513,Fri Aug 15 14:38:34 +0000 2014,29911,276,Fri Apr 19 04:09:05 +0000 2013,False
500307001629745152,ferguson,It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,52,230,Fri Aug 15 15:44:19 +0000 2014,488,525,Wed Jul 22 05:04:19 +0000 2009,False
500381163866062848,ferguson,Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp,43,126,Fri Aug 15 20:39:00 +0000 2014,162744,521,Fri May 09 19:46:43 +0000 2008,True
499368931367608320,ferguson,"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.",93,112,Wed Aug 13 01:36:45 +0000 2014,11052,12141,Thu Oct 30 19:24:15 +0000 2008,False
500363740311982081,ferguson,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,185,260,Fri Aug 15 19:29:46 +0000 2014,39603,10503,Wed Feb 25 15:59:52 +0000 2009,False
500280838710247424,ferguson,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",35,156,Fri Aug 15 14:00:21 +0000 2014,2694,688,Mon Jul 13 23:56:23 +0000 2009,False
500258409988763649,ferguson,"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB",38,100,Fri Aug 15 12:31:13 +0000 2014,1208620,734,Wed Aug 06 19:55:31 +0000 2008,True
500327106824245249,ferguson,"All weekend ppl will be talking about the ""robbery"" instead of the shooting bc #Ferguson PD didn't release any info about the shooting.",41,116,Fri Aug 15 17:04:12 +0000 2014,25568,1593,Sat Jun 13 04:10:49 +0000 2009,False
499456140044824576,ferguson,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers & Sheffingdell at about 1 a.m. Man in critical. #ferguson,23,185,Wed Aug 13 07:23:17 +0000 2014,2422,626,Thu Oct 23 22:13:50 +0000 2008,True
500286058664579072,ferguson,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,62,219,Fri Aug 15 14:21:05 +0000 2014,4259965,2771,Mon Mar 12 01:28:01 +0000 2007,True
499366666300846081,ferguson,Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,37,155,Wed Aug 13 01:27:45 +0000 2014,201086,290,Sat Dec 25 21:38:19 +0000 2010,False
500413818368184321,ferguson,"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j",65,120,Fri Aug 15 22:48:46 +0000 2014,81738,72238,Wed Aug 18 00:29:10 +0000 2010,False
500377906305327104,ferguson,"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms: http://t.co/qQWPClW3tG http://t.co/5U3nMoMiF2",75,201,Fri Aug 15 20:26:04 +0000 2014,10290,416,Wed Mar 11 21:14:50 +0000 2009,False
